event_id,_time,host,user,task_name,task_command,schedule,action,source_process,source_process_id,classification,note
TASK-00131,2026-08-05T20:00:54Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,2121,benign,approved scheduled task
TASK-01245,2026-08-05T20:09:58Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,7983,benign,approved scheduled task
TASK-00381,2026-08-05T20:13:40Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,9259,benign,approved scheduled task
TASK-00403,2026-08-05T20:19:44Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,13962,benign,approved scheduled task
TASK-00066,2026-08-05T20:23:05Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,10537,benign,approved scheduled task
TASK-00748,2026-08-05T20:23:37Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,1600,benign,approved scheduled task
TASK-00347,2026-08-05T20:26:21Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,14996,benign,approved scheduled task
TASK-00553,2026-08-05T20:28:09Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,8232,benign,approved scheduled task
TASK-01382,2026-08-05T20:43:16Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,11893,benign,approved scheduled task
TASK-01193,2026-08-05T20:44:50Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,14216,benign,approved scheduled task
TASK-01102,2026-08-05T21:05:39Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,3176,benign,approved scheduled task
TASK-00003,2026-08-05T21:08:18Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7517,benign,approved scheduled task
TASK-00601,2026-08-05T21:11:00Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,9929,benign,approved scheduled task
TASK-00215,2026-08-05T21:13:36Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,7305,benign,approved scheduled task
TASK-00237,2026-08-05T21:14:00Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,1434,benign,approved scheduled task
TASK-00647,2026-08-05T21:17:58Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,7962,benign,approved scheduled task
TASK-00157,2026-08-05T21:23:20Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,10898,benign,approved scheduled task
TASK-00809,2026-08-05T21:25:09Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,7467,benign,approved scheduled task
TASK-00098,2026-08-05T21:27:20Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,3009,benign,approved scheduled task
TASK-01074,2026-08-05T21:35:57Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,13111,benign,approved scheduled task
TASK-00354,2026-08-05T21:41:55Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,9485,benign,approved scheduled task
TASK-00947,2026-08-05T21:44:33Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,3702,benign,approved scheduled task
TASK-01194,2026-08-05T21:46:10Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,10682,benign,approved scheduled task
TASK-00671,2026-08-05T21:57:34Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,4983,benign,approved scheduled task
TASK-00571,2026-08-05T21:57:38Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,6584,benign,approved scheduled task
TASK-00219,2026-08-05T22:11:42Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,10010,benign,approved scheduled task
TASK-01222,2026-08-05T22:12:14Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,11233,benign,approved scheduled task
TASK-00832,2026-08-05T22:22:08Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,10096,benign,approved scheduled task
TASK-00313,2026-08-05T22:24:41Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,6393,benign,approved scheduled task
TASK-01495,2026-08-05T22:29:42Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,10509,benign,approved scheduled task
TASK-00548,2026-08-05T22:32:07Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,14290,benign,approved scheduled task
TASK-00516,2026-08-05T22:33:50Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,6404,benign,approved scheduled task
TASK-01444,2026-08-05T22:37:56Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,9549,benign,approved scheduled task
TASK-00241,2026-08-05T22:38:22Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,6844,benign,approved scheduled task
TASK-00880,2026-08-05T22:46:02Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12774,benign,approved scheduled task
TASK-00008,2026-08-05T22:56:58Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,8776,benign,approved scheduled task
TASK-00963,2026-08-05T22:58:18Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,9495,benign,approved scheduled task
TASK-00512,2026-08-05T23:00:31Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14332,benign,approved scheduled task
TASK-00001,2026-08-05T23:01:53Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,8423,benign,approved scheduled task
TASK-00028,2026-08-05T23:08:22Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,2255,benign,approved scheduled task
TASK-01162,2026-08-05T23:22:21Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,9537,benign,approved scheduled task
TASK-00082,2026-08-05T23:23:22Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,6185,benign,approved scheduled task
TASK-00382,2026-08-05T23:25:55Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,4973,benign,approved scheduled task
TASK-00951,2026-08-05T23:28:01Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,2942,benign,approved scheduled task
TASK-01436,2026-08-05T23:39:34Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,4671,benign,approved scheduled task
TASK-00849,2026-08-05T23:50:04Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,1537,benign,approved scheduled task
TASK-00659,2026-08-05T23:53:04Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,2798,benign,approved scheduled task
TASK-00071,2026-08-06T00:12:26Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,3146,benign,approved scheduled task
TASK-00750,2026-08-06T00:28:23Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,1452,benign,approved scheduled task
TASK-01446,2026-08-06T00:28:55Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,3702,benign,approved scheduled task
TASK-01331,2026-08-06T00:37:25Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11688,benign,approved scheduled task
TASK-00111,2026-08-06T00:39:46Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,14586,benign,approved scheduled task
TASK-01186,2026-08-06T00:44:08Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,4423,benign,approved scheduled task
TASK-00343,2026-08-06T00:50:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,11361,benign,approved scheduled task
TASK-00623,2026-08-06T01:07:56Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,5007,benign,approved scheduled task
TASK-01475,2026-08-06T01:14:22Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,14339,benign,approved scheduled task
TASK-00547,2026-08-06T01:23:04Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,13033,benign,approved scheduled task
TASK-01258,2026-08-06T01:31:14Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,7691,benign,approved scheduled task
TASK-01135,2026-08-06T01:34:49Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,3706,benign,approved scheduled task
TASK-00702,2026-08-06T01:42:26Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,4059,benign,approved scheduled task
TASK-00424,2026-08-06T01:47:19Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,9115,benign,approved scheduled task
TASK-01215,2026-08-06T01:51:49Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,8874,benign,approved scheduled task
TASK-00038,2026-08-06T01:57:19Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,4054,benign,approved scheduled task
TASK-00094,2026-08-06T01:58:18Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5881,benign,approved scheduled task
TASK-00135,2026-08-06T01:58:23Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,13415,benign,approved scheduled task
TASK-00924,2026-08-06T02:01:06Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,10385,benign,approved scheduled task
TASK-00904,2026-08-06T02:06:37Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,6772,benign,approved scheduled task
TASK-00592,2026-08-06T02:07:20Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,6816,benign,approved scheduled task
TASK-01025,2026-08-06T02:16:06Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,14561,benign,approved scheduled task
TASK-01021,2026-08-06T02:20:36Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,8579,benign,approved scheduled task
TASK-01480,2026-08-06T02:25:12Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,12098,benign,approved scheduled task
TASK-01254,2026-08-06T02:42:08Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,3766,benign,approved scheduled task
TASK-01330,2026-08-06T02:58:56Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,13251,benign,approved scheduled task
TASK-00044,2026-08-06T03:04:03Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,6139,benign,approved scheduled task
TASK-01031,2026-08-06T03:07:29Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,8942,benign,approved scheduled task
TASK-01160,2026-08-06T03:07:38Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,6213,benign,approved scheduled task
TASK-01028,2026-08-06T03:16:59Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,14680,benign,approved scheduled task
TASK-00793,2026-08-06T03:21:44Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14033,benign,approved scheduled task
TASK-00920,2026-08-06T03:26:22Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,9918,benign,approved scheduled task
TASK-00504,2026-08-06T03:37:12Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11807,benign,approved scheduled task
TASK-00905,2026-08-06T03:38:48Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,13836,benign,approved scheduled task
TASK-00208,2026-08-06T03:44:52Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,6383,benign,approved scheduled task
TASK-01163,2026-08-06T04:12:30Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,6066,benign,approved scheduled task
TASK-00258,2026-08-06T04:17:20Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,4583,benign,approved scheduled task
TASK-00349,2026-08-06T04:28:56Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,3659,benign,approved scheduled task
TASK-00508,2026-08-06T04:30:07Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,12477,benign,approved scheduled task
TASK-00818,2026-08-06T04:31:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,10589,benign,approved scheduled task
TASK-00342,2026-08-06T04:32:51Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,3965,benign,approved scheduled task
TASK-01285,2026-08-06T04:56:14Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,8386,benign,approved scheduled task
TASK-00574,2026-08-06T05:01:08Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,5863,benign,approved scheduled task
TASK-01308,2026-08-06T05:14:43Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,13103,benign,approved scheduled task
TASK-01216,2026-08-06T05:23:38Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12106,benign,approved scheduled task
TASK-00102,2026-08-06T05:25:48Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,8026,benign,approved scheduled task
TASK-00105,2026-08-06T05:27:02Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,9930,benign,approved scheduled task
TASK-01317,2026-08-06T05:40:35Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,13453,benign,approved scheduled task
TASK-00143,2026-08-06T05:48:59Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,9545,benign,approved scheduled task
TASK-00190,2026-08-06T06:08:58Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7895,benign,approved scheduled task
TASK-01221,2026-08-06T06:18:40Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,13631,benign,approved scheduled task
TASK-00116,2026-08-06T06:20:46Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,10067,benign,approved scheduled task
TASK-01292,2026-08-06T06:21:20Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,4645,benign,approved scheduled task
TASK-01231,2026-08-06T06:23:47Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7752,benign,approved scheduled task
TASK-00864,2026-08-06T06:25:59Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14982,benign,approved scheduled task
TASK-00620,2026-08-06T06:26:25Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,6262,benign,approved scheduled task
TASK-01226,2026-08-06T06:32:06Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,10955,benign,approved scheduled task
TASK-00172,2026-08-06T06:35:01Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,7447,benign,approved scheduled task
TASK-00520,2026-08-06T06:48:01Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,1449,benign,approved scheduled task
TASK-01407,2026-08-06T06:50:17Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7475,benign,approved scheduled task
TASK-00443,2026-08-06T06:53:27Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,7208,benign,approved scheduled task
TASK-01252,2026-08-06T07:38:12Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,10951,benign,approved scheduled task
TASK-00337,2026-08-06T07:44:56Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,6148,benign,approved scheduled task
TASK-00828,2026-08-06T07:50:16Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,1952,benign,approved scheduled task
TASK-00020,2026-08-06T08:09:04Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,12470,benign,approved scheduled task
TASK-01038,2026-08-06T08:13:57Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,5034,benign,approved scheduled task
TASK-01007,2026-08-06T08:16:17Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,1190,benign,approved scheduled task
TASK-00295,2026-08-06T08:17:19Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,4426,benign,approved scheduled task
TASK-01426,2026-08-06T08:22:21Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,1876,benign,approved scheduled task
TASK-00097,2026-08-06T08:26:22Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,5442,benign,approved scheduled task
TASK-01132,2026-08-06T08:31:50Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,6370,benign,approved scheduled task
TASK-00134,2026-08-06T08:41:56Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,6717,benign,approved scheduled task
TASK-01111,2026-08-06T08:45:12Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14688,benign,approved scheduled task
TASK-01217,2026-08-06T08:58:17Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,5995,benign,approved scheduled task
TASK-00617,2026-08-06T09:00:31Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,12757,benign,approved scheduled task
TASK-00576,2026-08-06T09:03:38Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5807,benign,approved scheduled task
TASK-00174,2026-08-06T09:10:26Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,11166,benign,approved scheduled task
TASK-00203,2026-08-06T09:16:24Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,5662,benign,approved scheduled task
TASK-01247,2026-08-06T09:24:59Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,13839,benign,approved scheduled task
TASK-00907,2026-08-06T09:27:33Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,6075,benign,approved scheduled task
TASK-00595,2026-08-06T09:30:08Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,2678,benign,approved scheduled task
TASK-01493,2026-08-06T09:31:11Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,10498,benign,approved scheduled task
TASK-01037,2026-08-06T09:37:37Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,9030,benign,approved scheduled task
TASK-00900,2026-08-06T09:38:52Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,3159,benign,approved scheduled task
TASK-00104,2026-08-06T09:39:05Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,13733,benign,approved scheduled task
TASK-00673,2026-08-06T09:43:23Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,13433,benign,approved scheduled task
TASK-00170,2026-08-06T09:43:54Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,12276,benign,approved scheduled task
TASK-00867,2026-08-06T09:49:57Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,4945,benign,approved scheduled task
TASK-00283,2026-08-06T10:05:14Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,2544,benign,approved scheduled task
TASK-01290,2026-08-06T10:07:03Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,6638,benign,approved scheduled task
