detection_id,_time,severity,title,host,user,process_name,reason,expected_decision,note
ATD-005-00716,2026-08-05T21:21:32Z,medium,Rare Domain Review,ADMIN-WS-11,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00271,2026-08-05T21:21:46Z,low,Rare Domain Review,DEPLOY-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01140,2026-08-05T21:31:18Z,medium,PowerShell Review,WEB-EDGE-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00100,2026-08-05T21:47:01Z,medium,New Service Review,APP-API-02,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00183,2026-08-05T21:55:54Z,medium,Failed WinRM Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01345,2026-08-05T21:56:44Z,medium,Failed WinRM Review,ADMIN-WS-11,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00131,2026-08-05T22:01:48Z,medium,PowerShell Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00489,2026-08-05T22:24:20Z,low,PowerShell Review,WEB-EDGE-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00610,2026-08-05T22:43:49Z,medium,New Service Review,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00547,2026-08-05T22:44:31Z,medium,New Service Review,ADMIN-WS-07,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00822,2026-08-05T22:47:01Z,low,Rare Domain Review,DEPLOY-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00995,2026-08-05T22:52:33Z,low,Failed WinRM Review,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00854,2026-08-05T23:02:35Z,medium,Failed WinRM Review,APP-API-02,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00745,2026-08-05T23:04:48Z,low,PowerShell Review,APP-API-02,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01431,2026-08-05T23:07:43Z,medium,PowerShell Review,FILE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00018,2026-08-05T23:12:29Z,medium,Rare Domain Review,DEPLOY-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01497,2026-08-05T23:25:43Z,low,Failed WinRM Review,DEPLOY-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00872,2026-08-05T23:25:52Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01423,2026-08-05T23:27:38Z,low,Rare Domain Review,FILE-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01107,2026-08-05T23:36:06Z,low,Rare Domain Review,FILE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00885,2026-08-05T23:56:27Z,low,PowerShell Review,DEPLOY-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01125,2026-08-05T23:58:32Z,low,PowerShell Review,WEB-EDGE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00417,2026-08-06T00:15:08Z,medium,Failed WinRM Review,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01467,2026-08-06T00:29:10Z,low,New Service Review,VULN-SCAN-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01421,2026-08-06T00:32:27Z,low,Failed WinRM Review,DEPLOY-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01315,2026-08-06T00:53:30Z,medium,Rare Domain Review,WEB-EDGE-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01413,2026-08-06T00:56:16Z,medium,Failed WinRM Review,FILE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00446,2026-08-06T01:05:45Z,medium,Failed WinRM Review,ADMIN-WS-11,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00751,2026-08-06T01:05:56Z,medium,PowerShell Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00530,2026-08-06T01:09:57Z,low,PowerShell Review,WEB-EDGE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00111,2026-08-06T01:14:36Z,medium,Failed WinRM Review,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00950,2026-08-06T01:14:39Z,low,Rare Domain Review,ADMIN-WS-11,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00819,2026-08-06T01:23:53Z,low,New Service Review,VULN-SCAN-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00794,2026-08-06T01:30:35Z,low,Rare Domain Review,VULN-SCAN-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00761,2026-08-06T01:40:54Z,medium,Rare Domain Review,ADMIN-WS-11,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01376,2026-08-06T01:43:20Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00664,2026-08-06T01:45:28Z,medium,Rare Domain Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01210,2026-08-06T01:53:28Z,medium,Rare Domain Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00184,2026-08-06T01:55:14Z,low,PowerShell Review,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01291,2026-08-06T02:15:50Z,medium,New Service Review,ADMIN-WS-07,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00235,2026-08-06T02:19:38Z,low,New Service Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00783,2026-08-06T02:20:39Z,medium,Failed WinRM Review,ADMIN-WS-07,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00290,2026-08-06T02:22:38Z,medium,PowerShell Review,APP-API-02,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00609,2026-08-06T02:28:36Z,low,Failed WinRM Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01162,2026-08-06T03:00:29Z,medium,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00223,2026-08-06T03:06:07Z,low,PowerShell Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01145,2026-08-06T03:16:01Z,low,Rare Domain Review,DEPLOY-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01451,2026-08-06T03:24:03Z,medium,Failed WinRM Review,DEPLOY-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00411,2026-08-06T03:25:15Z,medium,Rare Domain Review,DEPLOY-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01491,2026-08-06T03:38:16Z,low,PowerShell Review,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01490,2026-08-06T03:52:44Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00669,2026-08-06T03:53:16Z,medium,PowerShell Review,DEPLOY-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00278,2026-08-06T03:55:27Z,low,Rare Domain Review,FILE-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00145,2026-08-06T04:00:15Z,medium,PowerShell Review,APP-API-02,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01160,2026-08-06T04:00:47Z,low,New Service Review,FILE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00636,2026-08-06T04:13:31Z,medium,PowerShell Review,FILE-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00399,2026-08-06T04:14:41Z,low,New Service Review,APP-API-02,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00305,2026-08-06T04:27:49Z,low,PowerShell Review,ADMIN-WS-07,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01068,2026-08-06T04:32:08Z,low,Rare Domain Review,ADMIN-WS-07,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00173,2026-08-06T04:33:09Z,medium,Rare Domain Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01416,2026-08-06T04:37:25Z,medium,PowerShell Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00728,2026-08-06T04:52:54Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01341,2026-08-06T04:57:14Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00306,2026-08-06T04:59:41Z,medium,Failed WinRM Review,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00762,2026-08-06T04:59:47Z,low,PowerShell Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01222,2026-08-06T05:13:27Z,low,New Service Review,FILE-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00214,2026-08-06T05:21:57Z,low,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00156,2026-08-06T05:22:11Z,low,PowerShell Review,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01252,2026-08-06T05:24:56Z,low,Rare Domain Review,APP-API-02,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00453,2026-08-06T05:30:56Z,medium,New Service Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00383,2026-08-06T05:46:26Z,low,New Service Review,VULN-SCAN-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01362,2026-08-06T05:51:01Z,low,Failed WinRM Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00666,2026-08-06T05:54:00Z,medium,Failed WinRM Review,FILE-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01374,2026-08-06T06:02:25Z,medium,Failed WinRM Review,WEB-EDGE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00702,2026-08-06T06:04:31Z,medium,Rare Domain Review,FILE-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00766,2026-08-06T06:07:53Z,low,Rare Domain Review,ADMIN-WS-11,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00708,2026-08-06T06:11:15Z,medium,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00694,2026-08-06T06:16:02Z,medium,New Service Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00056,2026-08-06T06:16:05Z,low,PowerShell Review,FILE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00054,2026-08-06T06:18:48Z,medium,Rare Domain Review,ADMIN-WS-11,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00355,2026-08-06T06:29:50Z,medium,PowerShell Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00342,2026-08-06T06:34:21Z,medium,Rare Domain Review,WEB-EDGE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00253,2026-08-06T06:42:30Z,medium,New Service Review,APP-API-02,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00251,2026-08-06T06:44:30Z,low,New Service Review,WEB-EDGE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01086,2026-08-06T06:48:42Z,medium,Rare Domain Review,APP-API-02,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01381,2026-08-06T06:50:25Z,low,PowerShell Review,WEB-EDGE-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00821,2026-08-06T07:05:07Z,medium,New Service Review,APP-API-02,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01067,2026-08-06T07:07:40Z,low,New Service Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00363,2026-08-06T07:14:41Z,low,PowerShell Review,DEPLOY-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00894,2026-08-06T07:18:33Z,medium,Failed WinRM Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00311,2026-08-06T07:23:28Z,low,PowerShell Review,VULN-SCAN-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00244,2026-08-06T07:28:16Z,medium,New Service Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00825,2026-08-06T07:37:21Z,medium,New Service Review,ADMIN-WS-07,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01138,2026-08-06T08:04:24Z,low,Failed WinRM Review,APP-API-02,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00647,2026-08-06T08:09:19Z,low,Rare Domain Review,VULN-SCAN-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00410,2026-08-06T08:17:47Z,medium,Failed WinRM Review,WEB-EDGE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00921,2026-08-06T08:18:43Z,low,Rare Domain Review,ADMIN-WS-11,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00496,2026-08-06T08:21:01Z,medium,Rare Domain Review,APP-API-02,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01241,2026-08-06T08:24:59Z,low,Rare Domain Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00505,2026-08-06T08:37:25Z,medium,PowerShell Review,ADMIN-WS-11,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00286,2026-08-06T08:39:18Z,low,New Service Review,ADMIN-WS-11,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00962,2026-08-06T08:42:13Z,medium,Failed WinRM Review,APP-API-02,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01266,2026-08-06T08:44:52Z,low,New Service Review,VULN-SCAN-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01375,2026-08-06T08:47:56Z,medium,Failed WinRM Review,DEPLOY-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00143,2026-08-06T08:50:01Z,medium,Failed WinRM Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00302,2026-08-06T08:50:42Z,low,Rare Domain Review,APP-API-02,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01263,2026-08-06T09:07:53Z,medium,PowerShell Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00443,2026-08-06T09:11:12Z,low,New Service Review,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01309,2026-08-06T09:12:20Z,low,New Service Review,FILE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01357,2026-08-06T09:24:05Z,medium,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00786,2026-08-06T09:27:00Z,medium,New Service Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00291,2026-08-06T09:34:08Z,medium,New Service Review,VULN-SCAN-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01358,2026-08-06T09:43:54Z,medium,New Service Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00899,2026-08-06T09:49:40Z,low,New Service Review,APP-API-02,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01403,2026-08-06T10:00:52Z,low,New Service Review,APP-API-02,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01461,2026-08-06T10:10:20Z,low,PowerShell Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01334,2026-08-06T10:20:18Z,medium,Failed WinRM Review,DEPLOY-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00243,2026-08-06T10:48:52Z,medium,Failed WinRM Review,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00882,2026-08-06T11:02:44Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01165,2026-08-06T11:05:25Z,low,Rare Domain Review,DEPLOY-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01389,2026-08-06T11:06:47Z,low,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01069,2026-08-06T11:07:11Z,low,New Service Review,FILE-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00724,2026-08-06T11:11:07Z,medium,New Service Review,FILE-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00775,2026-08-06T11:12:36Z,low,New Service Review,WEB-EDGE-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00735,2026-08-06T11:14:15Z,medium,New Service Review,DEPLOY-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00549,2026-08-06T11:15:20Z,low,Rare Domain Review,APP-API-02,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00324,2026-08-06T11:16:24Z,low,Failed WinRM Review,ADMIN-WS-11,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00976,2026-08-06T11:16:51Z,medium,Failed WinRM Review,DEPLOY-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00114,2026-08-06T11:19:22Z,medium,Failed WinRM Review,WEB-EDGE-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00315,2026-08-06T11:29:08Z,medium,New Service Review,APP-API-02,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01083,2026-08-06T11:30:01Z,low,PowerShell Review,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00947,2026-08-06T11:34:15Z,medium,New Service Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00991,2026-08-06T11:35:09Z,medium,Failed WinRM Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00506,2026-08-06T11:38:48Z,low,New Service Review,FILE-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01021,2026-08-06T11:41:01Z,medium,Rare Domain Review,DEPLOY-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01503,2026-08-06T11:47:50Z,medium,New Service Review,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00587,2026-08-06T11:50:06Z,medium,PowerShell Review,DEPLOY-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01013,2026-08-06T12:04:37Z,medium,New Service Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01219,2026-08-06T12:06:25Z,low,Rare Domain Review,VULN-SCAN-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00561,2026-08-06T12:13:30Z,low,New Service Review,DEPLOY-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00896,2026-08-06T12:19:36Z,medium,Rare Domain Review,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01200,2026-08-06T12:31:57Z,low,Rare Domain Review,APP-API-02,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00141,2026-08-06T12:43:01Z,low,New Service Review,FILE-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00556,2026-08-06T12:51:21Z,medium,Failed WinRM Review,WEB-EDGE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00488,2026-08-06T13:04:51Z,low,New Service Review,ADMIN-WS-07,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01399,2026-08-06T13:09:56Z,low,PowerShell Review,APP-API-02,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00021,2026-08-06T13:13:30Z,low,Rare Domain Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01348,2026-08-06T13:19:52Z,low,New Service Review,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00730,2026-08-06T13:19:56Z,low,Rare Domain Review,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01198,2026-08-06T13:21:45Z,medium,New Service Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00705,2026-08-06T13:22:59Z,low,New Service Review,APP-API-02,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00795,2026-08-06T13:26:45Z,low,PowerShell Review,ADMIN-WS-07,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00469,2026-08-06T13:26:46Z,low,PowerShell Review,WEB-EDGE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00643,2026-08-06T13:29:56Z,medium,Failed WinRM Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01308,2026-08-06T13:38:33Z,low,Failed WinRM Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01312,2026-08-06T13:39:29Z,low,Rare Domain Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01383,2026-08-06T13:39:47Z,low,Rare Domain Review,DEPLOY-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00759,2026-08-06T13:49:10Z,low,New Service Review,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00911,2026-08-06T13:58:14Z,low,PowerShell Review,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00957,2026-08-06T14:06:05Z,medium,Rare Domain Review,VULN-SCAN-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00359,2026-08-06T14:13:28Z,low,PowerShell Review,VULN-SCAN-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00520,2026-08-06T14:16:29Z,low,Rare Domain Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00084,2026-08-06T14:20:50Z,low,New Service Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01193,2026-08-06T14:27:38Z,medium,New Service Review,ADMIN-WS-07,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00830,2026-08-06T14:28:39Z,medium,PowerShell Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00812,2026-08-06T14:28:57Z,low,Failed WinRM Review,DEPLOY-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01245,2026-08-06T14:44:24Z,low,PowerShell Review,FILE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01079,2026-08-06T14:44:57Z,low,PowerShell Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00806,2026-08-06T14:46:10Z,medium,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
