detection_id,_time,severity,title,host,user,expected_decision,note
ATD-006-00321,2026-08-12T10:51:17Z,low,New File Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00402,2026-08-12T10:57:23Z,low,PowerShell Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00104,2026-08-12T11:11:16Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01184,2026-08-12T11:11:26Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00536,2026-08-12T11:29:23Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00556,2026-08-12T11:29:48Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00646,2026-08-12T11:48:34Z,medium,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00288,2026-08-12T11:55:53Z,medium,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01492,2026-08-12T12:07:10Z,medium,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00189,2026-08-12T12:07:35Z,low,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01307,2026-08-12T12:07:56Z,low,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01429,2026-08-12T12:17:00Z,medium,Failed Remote Auth Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-01308,2026-08-12T12:18:59Z,low,New File Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00386,2026-08-12T12:29:25Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01100,2026-08-12T12:33:09Z,medium,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01051,2026-08-12T12:33:31Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00437,2026-08-12T12:37:48Z,low,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00771,2026-08-12T12:52:48Z,medium,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01200,2026-08-12T12:54:24Z,low,New File Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00369,2026-08-12T13:03:58Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00317,2026-08-12T13:05:38Z,low,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00827,2026-08-12T13:11:59Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01153,2026-08-12T13:17:42Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00770,2026-08-12T13:20:15Z,low,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00258,2026-08-12T13:20:31Z,medium,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01084,2026-08-12T13:21:20Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01496,2026-08-12T13:23:28Z,medium,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01113,2026-08-12T13:32:15Z,medium,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01261,2026-08-12T13:34:13Z,medium,Failed Remote Auth Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00207,2026-08-12T13:40:42Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00690,2026-08-12T13:43:41Z,low,PowerShell Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-01179,2026-08-12T14:00:53Z,low,PowerShell Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01130,2026-08-12T14:18:18Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00677,2026-08-12T14:18:41Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-01188,2026-08-12T14:22:45Z,low,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00029,2026-08-12T14:26:19Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00077,2026-08-12T14:30:23Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01255,2026-08-12T14:32:57Z,medium,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01127,2026-08-12T14:40:11Z,low,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00240,2026-08-12T14:50:35Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00963,2026-08-12T15:07:52Z,low,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00216,2026-08-12T15:20:59Z,low,PowerShell Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00919,2026-08-12T15:25:33Z,low,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01321,2026-08-12T15:28:44Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00885,2026-08-12T15:37:41Z,medium,PowerShell Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00564,2026-08-12T15:38:00Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-01406,2026-08-12T15:42:39Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01150,2026-08-12T15:55:28Z,medium,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00780,2026-08-12T16:00:03Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01363,2026-08-12T16:02:48Z,low,Failed Remote Auth Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00060,2026-08-12T16:04:31Z,medium,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00577,2026-08-12T16:06:15Z,medium,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00080,2026-08-12T16:08:17Z,medium,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01498,2026-08-12T16:10:58Z,low,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00655,2026-08-12T16:12:39Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00781,2026-08-12T16:14:03Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-01343,2026-08-12T16:56:27Z,medium,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00815,2026-08-12T16:59:51Z,medium,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00551,2026-08-12T17:06:31Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00245,2026-08-12T17:11:39Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01331,2026-08-12T17:19:13Z,medium,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00273,2026-08-12T17:30:15Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00326,2026-08-12T17:37:08Z,low,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00135,2026-08-12T17:37:21Z,medium,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-01376,2026-08-12T17:37:50Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01159,2026-08-12T17:42:44Z,low,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00235,2026-08-12T17:49:25Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00576,2026-08-12T17:51:50Z,medium,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01351,2026-08-12T17:58:06Z,medium,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01282,2026-08-12T18:02:15Z,medium,New File Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00787,2026-08-12T18:06:22Z,medium,PowerShell Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01348,2026-08-12T18:25:47Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00354,2026-08-12T18:26:39Z,medium,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00723,2026-08-12T18:27:54Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00022,2026-08-12T18:32:21Z,low,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00050,2026-08-12T18:33:01Z,medium,New File Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00930,2026-08-12T19:16:33Z,low,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00873,2026-08-12T19:25:52Z,medium,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00266,2026-08-12T19:28:46Z,low,PowerShell Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00511,2026-08-12T19:34:36Z,low,PowerShell Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00016,2026-08-12T19:53:06Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00441,2026-08-12T19:56:41Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01025,2026-08-12T20:15:55Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00190,2026-08-12T20:17:10Z,medium,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00797,2026-08-12T20:28:05Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00218,2026-08-12T20:28:50Z,low,New File Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01053,2026-08-12T20:31:13Z,medium,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-01483,2026-08-12T20:34:18Z,medium,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-01008,2026-08-12T20:35:37Z,medium,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01049,2026-08-12T20:35:38Z,medium,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00756,2026-08-12T20:45:44Z,medium,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00879,2026-08-12T20:55:24Z,medium,New File Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00689,2026-08-12T20:55:43Z,medium,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00081,2026-08-12T21:03:49Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00706,2026-08-12T21:08:27Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01124,2026-08-12T21:08:38Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00340,2026-08-12T21:10:39Z,medium,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00424,2026-08-12T21:12:17Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00314,2026-08-12T21:12:47Z,medium,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01375,2026-08-12T21:13:02Z,medium,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00702,2026-08-12T21:14:46Z,medium,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01485,2026-08-12T21:14:57Z,medium,New File Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01015,2026-08-12T21:16:09Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00492,2026-08-12T21:17:38Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00287,2026-08-12T21:19:13Z,medium,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00653,2026-08-12T21:20:45Z,low,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00774,2026-08-12T21:24:13Z,medium,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00719,2026-08-12T21:32:55Z,low,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00754,2026-08-12T21:38:28Z,low,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01488,2026-08-12T21:39:48Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01059,2026-08-12T21:40:46Z,low,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00311,2026-08-12T21:52:02Z,medium,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00664,2026-08-12T21:53:50Z,low,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00112,2026-08-12T21:56:47Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00025,2026-08-12T21:58:44Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00732,2026-08-12T21:59:04Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00431,2026-08-12T22:01:18Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01193,2026-08-12T22:05:35Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00439,2026-08-12T22:11:11Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01097,2026-08-12T22:13:12Z,low,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01477,2026-08-12T22:30:54Z,low,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00322,2026-08-12T22:34:53Z,low,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00847,2026-08-12T22:48:16Z,medium,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00212,2026-08-12T22:49:12Z,medium,New File Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00610,2026-08-12T22:53:55Z,low,New File Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00589,2026-08-12T22:54:21Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00159,2026-08-12T22:59:31Z,low,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01073,2026-08-12T23:06:48Z,low,PowerShell Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00358,2026-08-12T23:06:50Z,medium,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00565,2026-08-12T23:13:52Z,medium,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01322,2026-08-12T23:17:02Z,medium,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01299,2026-08-12T23:22:07Z,low,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01013,2026-08-12T23:24:29Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01137,2026-08-12T23:26:32Z,low,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01041,2026-08-12T23:28:26Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00539,2026-08-12T23:32:11Z,low,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01102,2026-08-12T23:32:35Z,low,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00912,2026-08-12T23:32:41Z,medium,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00615,2026-08-12T23:47:48Z,low,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01156,2026-08-12T23:48:40Z,low,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00712,2026-08-12T23:49:38Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00482,2026-08-12T23:54:46Z,medium,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01115,2026-08-13T00:01:52Z,low,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01215,2026-08-13T00:16:17Z,low,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01350,2026-08-13T00:17:00Z,low,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00909,2026-08-13T00:17:06Z,medium,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00042,2026-08-13T00:21:50Z,medium,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00992,2026-08-13T00:24:05Z,low,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00734,2026-08-13T00:39:58Z,medium,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-01385,2026-08-13T00:43:44Z,low,New File Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-01421,2026-08-13T00:55:10Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00432,2026-08-13T01:00:21Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01309,2026-08-13T01:01:48Z,low,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00994,2026-08-13T01:06:48Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00960,2026-08-13T01:32:00Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01278,2026-08-13T01:40:09Z,low,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00115,2026-08-13T01:42:44Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01295,2026-08-13T01:52:07Z,low,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00586,2026-08-13T01:53:31Z,medium,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01320,2026-08-13T02:09:05Z,medium,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00387,2026-08-13T02:12:09Z,low,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00981,2026-08-13T02:17:02Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00065,2026-08-13T02:20:53Z,medium,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00808,2026-08-13T02:21:15Z,medium,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00172,2026-08-13T02:24:38Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00743,2026-08-13T02:26:24Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00203,2026-08-13T02:26:54Z,medium,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00624,2026-08-13T02:34:11Z,low,PowerShell Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00926,2026-08-13T02:46:06Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00566,2026-08-13T02:50:47Z,medium,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00397,2026-08-13T02:51:35Z,low,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00685,2026-08-13T03:16:25Z,low,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00846,2026-08-13T03:27:10Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00819,2026-08-13T03:29:20Z,medium,Failed Remote Auth Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00737,2026-08-13T03:30:40Z,low,PowerShell Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01408,2026-08-13T03:34:37Z,medium,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00893,2026-08-13T03:42:21Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00457,2026-08-13T03:46:29Z,low,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01017,2026-08-13T03:52:42Z,low,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01032,2026-08-13T03:53:53Z,low,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00280,2026-08-13T03:57:46Z,medium,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00739,2026-08-13T04:03:07Z,medium,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00538,2026-08-13T04:06:14Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01501,2026-08-13T04:11:49Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01329,2026-08-13T04:20:36Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01079,2026-08-13T04:23:15Z,low,Failed Remote Auth Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01333,2026-08-13T04:37:50Z,medium,Failed Remote Auth Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00090,2026-08-13T04:45:02Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00307,2026-08-13T04:45:53Z,medium,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00143,2026-08-13T05:04:00Z,low,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00883,2026-08-13T05:05:48Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-01034,2026-08-13T05:22:17Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00370,2026-08-13T05:22:36Z,low,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00580,2026-08-13T05:34:35Z,low,PowerShell Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00701,2026-08-13T05:50:17Z,medium,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00490,2026-08-13T05:53:51Z,low,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00061,2026-08-13T06:08:28Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00696,2026-08-13T06:09:09Z,low,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00667,2026-08-13T06:10:02Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00751,2026-08-13T06:15:23Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00125,2026-08-13T06:17:43Z,low,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00352,2026-08-13T06:20:31Z,medium,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01361,2026-08-13T06:21:51Z,medium,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00038,2026-08-13T06:45:28Z,low,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00922,2026-08-13T06:45:34Z,low,PowerShell Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00742,2026-08-13T06:56:11Z,low,Failed Remote Auth Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00137,2026-08-13T06:57:55Z,low,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00349,2026-08-13T07:01:22Z,medium,Failed Remote Auth Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01029,2026-08-13T07:04:06Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01019,2026-08-13T07:06:23Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00303,2026-08-13T07:07:40Z,medium,New File Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00769,2026-08-13T07:10:29Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00264,2026-08-13T07:17:39Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01272,2026-08-13T07:22:23Z,medium,New File Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00291,2026-08-13T07:27:50Z,medium,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00459,2026-08-13T07:35:04Z,low,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00308,2026-08-13T07:39:39Z,low,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00296,2026-08-13T07:42:33Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00365,2026-08-13T08:02:43Z,medium,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01075,2026-08-13T08:05:23Z,low,PowerShell Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00835,2026-08-13T08:15:24Z,medium,Failed Remote Auth Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01273,2026-08-13T08:16:46Z,low,Failed Remote Auth Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00637,2026-08-13T08:21:24Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01048,2026-08-13T08:21:31Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01287,2026-08-13T08:25:56Z,low,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00425,2026-08-13T08:35:04Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00202,2026-08-13T08:35:12Z,medium,PowerShell Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-01353,2026-08-13T08:36:34Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00027,2026-08-13T08:43:13Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00330,2026-08-13T08:52:19Z,medium,PowerShell Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00703,2026-08-13T08:55:34Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01223,2026-08-13T09:00:29Z,low,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01373,2026-08-13T09:05:58Z,low,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01423,2026-08-13T09:09:48Z,medium,New File Review,JUMP-01,ACME\svc_backup,context,background detection
